Name,Price,Date
Gigabyte NVIDIA GeForce GTX 1070 - G1 Gaming - 8GB,205.0,21 Mar 2020
GIGABYTE NVIDIA GeForce GTX 1070 G1 Gaming 8GB GDDR5 Graphics Card,186.0,21 Mar 2020
ASUS NVIDIA GeForce GTX 1070 8GB GDDR5 Graphics card. No origional Box.,196.0,22 Mar 2020
ASUS ROG Strix NVIDIA GeForce GTX 1070 8GB GDDR5 Graphics Card OC Boxed,185.0,22 Mar 2020
GTX 1070 Founders Edition,148.0,22 Mar 2020
GEFORCE GTX 1070 8GB ASUS VIDEO CARD (USED),169.0,22 Mar 2020
EVGA GTX 1070 SC2 8GB Graphics card,186.0,22 Mar 2020
Evga GTX 1070 8GB GDDR5 Graphics Card,174.0,22 Mar 2020
Palit nVidia GeForce GTX 1070 JetStream 8GB GDDR5 VR Ready Graphics Card,170.0,22 Mar 2020
GeForce NVIDIA GTX 1070 Armor - Used,156.0,22 Mar 2020
MSI NVIDIA GeForce GTX 1070 Gaming X 8 GB GDDR5 Graphics Card ,197.0,22 Mar 2020
GIGABYTE NVIDIA GeForce GTX 1070 G1 Gaming 8GB GDDR5 Graphics Card (GV-N1070G1 …,215.0,22 Mar 2020
GIGABYTE NVIDIA GeForce GTX 1070 G1 Gaming 8GB GDDR5 Graphics Card,189.21,22 Mar 2020
ZOTAC NVIDIA GeForce GTX 1070 Mini 8GB GDDR5 Graphic Card - Black,160.0,22 Mar 2020
